5.510771142549818791e+01	1.463869593041900430e+01	-1.751799422175062659e+02	-1.878577073026510789e+02	1.064848712432972206e+03	7.480593977378593884e+00	-5.743308467072886287e+02	3.659893275288873156e+02	6.306033382037910542e+02	-5.456917104153684477e+02	5.938744253042703747e+01	-2.869255539704883162e+01	-8.609136274977748826e+01	2.634264426219124857e+02	1.331065343334555280e+02	-4.331780629083950629e+01	-8.280059539003056557e+01	-7.823416760389969227e+01	6.332815304095645814e+01	-3.118918984200874434e+02	-1.778599787630390097e+02	-4.182292487317481999e+01	5.634827501614251588e+01	-2.530063533132446807e+01	6.773105340964093557e+01	1.931621655239258928e+01	-2.705557807164057635e+02	-7.383521904809880709e+01	4.614935404252639159e+02	-1.227045031180400088e+02
1.907368355862867702e+03	-9.074978429261974497e+02	1.293629180351523900e+01	1.865423650437451784e+02	-8.058824206972983575e+02	-1.495433159577102167e+01	1.861917691519450955e+02	3.011004151196385124e+02	1.469508609029003878e+02	-2.854065528532535723e+02	1.869739204667553167e+02	6.257922717880823882e+01	7.000661998738287650e+00	1.861456360701006219e+01	2.260788790318316899e+01	-3.672703101798316938e-01	-2.569136309650732528e+02	-4.680064826286518951e+02	3.124278115820964672e+02	-3.130121989608570630e+02	-3.542344384127849821e+02	1.700904105277407652e+01	3.533675236785609464e-01	-2.497935470273631324e+02	-2.483297028812063729e+02	-8.065476535408420489e+01	2.494818105249815687e+02	-2.238530423163572891e+02	1.146062232553287856e+02	7.863446000923815404e+01
1.956655162514037329e+03	-6.619252377378928713e+02	-2.340259615159013595e+00	1.183190314873559146e+02	-3.065484983412846987e+02	3.502432783287742524e+01	3.241988748410047947e+02	-5.990710889989429688e+01	4.124841806208085586e+02	3.924362037122979814e+02	3.409974286042308904e+02	5.977860339878269542e+02	1.606371453052563254e+02	6.240968539236546064e+01	2.089179916833348916e+00	-2.458337200792586259e+02	-2.045988576264364553e+02	-1.917855342779795649e+02	1.033654006733043786e+02	-1.633228394113228177e+01	-1.895023199367632571e+02	-1.448575690552686410e+02	2.343698113898703070e+02	-1.129809970275522346e+02	1.848403434567754005e+02	-2.608238847684391715e+01	1.204855753261115723e+02	2.724711497311956236e+02	2.343103739536225660e+01	-2.650914308511747777e+02
1.873725040352717087e+03	-8.498234029565834362e+02	-6.196534651270229510e+00	1.353943726045993685e+02	-6.878901959407985487e+02	-3.322671607103700353e+01	2.827390807136441708e+02	3.686602324611674248e+02	-2.127847792998516070e+02	-1.840758457965084176e+02	1.421466782984356598e+02	6.524025444060950463e+01	-1.461524480853085706e+01	7.430410861819953539e+01	-2.604997508950016893e+01	-9.777180398518635229e+01	-4.330523476745953531e+02	-6.744523929972099268e+02	4.181017578984474312e+02	-4.733356511346882485e+02	-1.691614291978718256e+02	1.657139050016401427e+02	1.880264155033293036e+02	-2.592283204655950257e+01	-2.463099020382802848e+02	-2.706803230559743056e+01	4.453291604807597537e+01	-3.658765029513882610e+02	4.249147940044929328e+01	1.878235230291441553e+02
1.876094649877120446e+03	-8.695836357623170443e+01	-4.108163329623329929e+01	-3.478455425811919213e+02	1.136997331410141896e+03	4.425054406473763891e+01	-4.835743958079402773e+02	1.366918427553254674e+02	3.716785174318958980e+02	-6.461504378761513863e+02	1.990771753655592491e+01	2.289791920643804417e+02	9.721577077367696518e+01	1.831826983455421782e+02	1.822748724483677449e+02	-1.959598422292538373e+02	3.208005820618711823e+01	-9.651599124866129387e+01	1.775083886530605071e+02	-2.453374520777235830e+02	6.508163800660476284e+01	-3.425842151927320600e+01	2.485102046371720874e+01	9.895699695904849591e+01	-1.669475324664954314e+02	-1.004735837967434549e+02	-1.934334238865610178e+00	-1.378889730767157005e+02	-1.954179282260488293e+01	-5.251463375625090890e+01
1.866446409922971043e+03	-2.458770813394352217e+02	4.446076083514937660e-01	-3.684397799722210607e+02	1.060683142898467167e+03	1.447125735450877215e+01	-2.356702615737614224e+02	1.922214896599092810e+02	-7.715669685219769924e+00	-4.586467016925922735e+02	7.893543107124064484e+00	3.090573378696751092e+02	1.820600061232896678e+02	7.291931656576766230e+00	4.991782277153738079e+01	-1.654353366148140196e+02	1.866750343897031712e+02	-1.437721626108831856e+02	2.183241695604698123e+02	-7.092564357467374236e+01	2.371721120636807143e+02	2.144197784479600557e+02	3.233467751684825657e+02	3.201793040435462672e+02	-5.265539569037121481e+01	3.633998386277293235e+01	1.004022237585770512e+02	2.056447581876527053e+01	-2.321195109507110317e+02	2.109694629046356056e+02
1.823219602158069847e+03	3.891971476915743438e+02	4.880949734764963210e+01	9.253625706517372862e+01	6.280054438991281529e+01	1.872285610113874270e+02	8.605683439941745974e+02	5.451420794330113040e+02	-5.584035536100574291e+02	-7.333196530469598429e+02	-2.872224896337122004e+02	-5.095161993624070078e+02	-3.746959174481906416e+02	-7.330254981589453678e+01	3.855176479134416923e+01	2.056491118215550671e+02	3.916901875751403139e+01	2.350544978438917099e+02	-2.959617228283482859e+01	-2.078050119482062996e+02	3.141232067100712015e+02	-1.210798218872990333e+02	1.077521370794884170e+01	-6.567678087697518663e+01	-3.514289107021924963e+01	-3.975378988831786131e+01	-6.259144208314991964e+00	7.052239893176668772e+01	2.413064905458160183e+02	-4.885001492198411199e+01
1.871345632024831048e+03	6.157960533907735226e+02	7.596980520361869083e+01	4.216269830355038550e+00	1.147406821329492317e+02	1.022568742500856729e+02	9.637979283540807955e+02	7.202324340943904417e+02	-6.586527430984556304e+02	-6.744660064077601191e+02	-1.898621949807429417e+02	-1.633421198181215175e+02	-2.552699683848848906e+02	-5.917083488822645876e+01	2.264986454315678088e+02	-5.969905419098272148e+01	1.500953675707594357e+02	4.453824522839622091e+01	6.446545909490023263e+00	4.023167993332288006e+02	1.391260236716645977e+02	4.625715598120161332e+01	3.076250524881823267e+01	-1.762072837817715651e+02	-7.511688725876096484e+00	-2.748597898645139637e+01	4.503569970567598801e+01	1.191044910276049364e+02	-3.346714564785383459e+02	-3.030160809040432213e+01
1.914663093672509831e+03	-6.978365287504902881e+02	2.753057485948374605e+01	-1.272629460103035939e+02	6.635443804269415580e+01	2.170400594823954776e+01	7.440693555948045379e+00	-2.544282832953420552e+02	1.556193582258605090e+02	-2.135981018598188825e+02	-2.390526350952542032e+02	-4.202944558760643758e+02	4.923663309645625645e+02	-2.622392846885494464e+02	-3.029489210106626160e+02	4.651206245707494418e+02	3.263384713870527776e+01	-2.081097491881254768e+02	-5.177791744120851547e+01	2.863480326837220673e+02	-7.867713538703378617e+01	-6.822138368383799900e+01	-1.489343701318721571e+02	-1.415372356131867946e+02	-1.800913312370309143e+02	1.427905239843042828e+01	1.959112420615253427e+02	1.267024863341016641e+02	2.119230409088887939e+02	-1.428565376830598836e+02
1.863497537857999305e+03	-7.250779351863245665e+02	8.105264468126725319e+01	-2.326825944134105839e+02	6.533785570082769709e+02	-7.940022355635342421e+01	1.864774286981233375e+00	-2.101799394592673309e+02	-5.270897764401315726e+02	1.825865141781562784e+02	-2.645992162940640355e+02	-2.412516628558978766e+02	6.603725487271732391e+02	-5.670519355410903017e+02	-6.306233472043846859e+02	7.363387940744611342e+02	9.747264119572047036e+01	-1.101598632387100878e+02	1.930440983341922561e+02	1.501727752288171303e+02	2.068544279774715999e+00	1.268144186081166680e+02	5.142899726591068799e+01	-1.947874677429364851e+02	1.437211606592752844e+02	-1.193673409207904434e+01	2.397419385194283166e+02	2.981840421340862690e+02	3.546835897021259143e+01	-1.588582664981575761e+02
1.840233531584014372e+03	2.004707044754351557e+02	-3.246255955277351224e-01	3.702957663214687756e+01	-1.386660405309102941e+02	6.277357724195696420e+01	-1.504514928593163745e+02	2.264148202512577939e+02	2.071062728466431793e+02	-3.213729591277314945e+00	4.452892825355426680e+02	8.856849464523121469e+02	7.556366137097829494e+01	2.072684471553603487e+02	1.100937914100156547e+02	-1.721934620828610036e+02	1.457116333142283793e+02	7.409051079729451885e+02	-2.458828042125029185e+02	-2.367558408671343102e+02	1.274632751108515265e+02	9.043213526100853272e+00	-5.156099161260975734e+02	-4.134553208998717082e+02	-1.276133207101364908e+00	1.046718935560422068e+02	9.614425139528998443e+02	2.386524940276755657e+01	-1.628255975276374272e+02	-1.604258438146087826e+02
