"","lod"
"408",3.01132243439497
"409",2.27070437872317
"410",2.54673937069492
"411",2.40893818144286
"412",2.35225890797483
"413",5.42573887460458
"414",3.01402319806402
"415",2.025415337308
"416",2.91707142673658
"417",2.94384944269586
"418",2.18463752816751
"419",2.28285099939603
"420",3.54769688330816
"421",2.9652538108021
"422",2.53093980525591
"423",3.3050007702841
"424",2.70210406758997
"425",2.1205650443062
"426",3.64679231601622
"427",3.39544870525606
"428",2.54123372429967
"429",2.22473142808121
"430",2.38821514619303
"431",2.41443200753019
"432",3.69114226136116
"433",2.37867620269935
"434",3.15555719102667
"435",2.11781615217478
"436",1.61349859779875
"437",1.93232892510241
"438",2.15467622728647
"439",2.67327840121834
"440",2.32357219435835
"441",2.24775655489429
"442",2.07815477295298
"443",3.3943255913382
"444",2.03630180054643
"445",2.06695274563026
"446",4.98153421999814
"447",2.20080169754146
"448",4.44211290396197
"449",3.64682911204909
"450",2.44804247798675
"451",3.26327238357044
"452",2.18859434271144
"453",2.37297769823635
"454",2.33681130398509
"455",1.79052660495108
"456",2.21435672744883
"457",3.49127999892698
"458",2.5631929570518
"459",1.98274045882135
"460",2.19434157081741
"461",2.63843510333209
"462",2.03835303899723
"463",2.34948999031621
"464",3.10797399640614
"465",2.20178514610416
"466",2.87775285297721
"467",4.16666752952369
"468",2.29937260513907
"469",2.68337791282465
"470",2.73955351994846
"471",3.24617464865514
"472",1.8366681201951
"473",2.26711519102901
"474",2.46064611753354
"475",2.7249481258641
"476",2.80684931729229
"477",2.06679468961192
"478",3.8062021458154
"479",2.86557763447308
"480",2.68067476524811
"481",2.1452126538079
"482",3.54596774822676
"483",2.40591842476533
"484",1.73926437414048
"485",2.13778143662421
"486",2.87832413275282
"487",3.31762584213539
"488",2.07595218493225
"489",3.24960104012825
"490",2.68293271630318
"491",2.20958964068268
"492",2.64157817126579
"493",2.79556721811423
"494",1.99771474757472
"495",3.15835999422052
"496",2.89801819100467
"497",2.17085806438627
"498",2.42848061303994
"499",3.29073931620042
"500",3.24924976066904
"501",2.72226398910061
"502",2.2630627040362
"503",2.41754328422212
"504",3.22482451574251
"505",2.582331229376
"506",2.14676034458716
"507",2.5305076356799
"508",2.77510226354752
"509",2.86399229595554
"510",3.31332632884005
"511",2.86946194946358
"512",2.53475427377452
"513",2.54639243720158
"514",2.25866529699488
"515",2.05263811259829
"516",3.81761969166655
"517",2.16446228126006
"518",2.43792412383118
"519",2.29578045497874
"520",1.86339790683633
"521",2.72134955530964
"522",1.81203374461438
"523",1.98259826687536
"524",2.42620237862138
"525",2.72644977473828
"526",2.17976392081255
"527",2.62625542486239
"528",2.73464518348374
"529",2.96568414534158
"530",3.40733750652544
"531",3.48979954492825
"532",2.91850887280089
"533",2.74288679843994
"534",2.51254166062972
"535",2.1607884370078
"536",2.89316594287084
"537",2.47149302174694
"538",3.09769272869744
"539",3.18716815632615
"540",2.96227264558365
"541",2.21312798286817
"542",2.50359781089537
"543",3.68922165479853
"544",3.92350953003188
"545",2.51956669703941
"546",2.60683564405008
"547",2.82920378257222
"548",2.50633571951766
"549",2.55904641312554
"550",2.76835261727319
"551",1.912982390666
"552",2.56922063128877
"553",2.30535402657188
"554",3.03423395477148
"555",2.42276062355813
"556",2.73735540181224
"557",2.63212638076766
"558",3.30088198503836
"559",1.68790846335469
"560",1.95859840018966
"561",2.83267163842356
"562",2.46355782810861
"563",2.97505279427787
"564",2.02650388158327
"565",1.68252489603219
"566",2.74958553444594
"567",3.54555532393533
"568",2.5390994362624
"569",2.12651934880159
"570",2.39475247303562
"571",2.68233821765898
"572",2.00741991566065
"573",2.59170136400462
"574",2.55492507856434
"575",2.75220865023039
"576",2.32312056068622
"577",2.90705170619367
"578",2.14575145498384
"579",2.3443199530484
"580",3.74858692242378
"581",1.97098738111708
"582",1.93198827353808
"583",2.21894960178906
"584",1.98049372221976
"585",3.55322954077565
"586",2.41521129618559
"587",3.01034192895168
"588",3.05380882438294
"589",2.82683444396753
"590",3.5235027538165
"591",2.97092726736628
"592",3.13847586769771
"593",2.17584130783689
"594",3.07690509148961
"595",2.67426903428895
"596",2.91927271729401
"597",2.00936071278738
"598",2.01626273198053
"599",2.31706988532278
"600",3.69094925356148
"601",2.69290094257485
"602",2.44628485697467
"603",3.4019644182481
"604",3.92555091302893
"605",2.59208801976456
"606",2.04244029060101
"607",2.98980618150745
"608",2.57515728872022
"609",2.97662714929174
"610",3.3915125673775
"611",3.22011264249704
"612",2.32813140849976
"613",2.67182137379132
"614",2.49067061780079
"615",2.82134734161446
"616",1.84299379899676
"617",3.05369950110799
"618",2.40067750128765
"619",2.58844700684676
"620",2.08789589927619
"621",3.33055728185354
"622",2.45722969906456
"623",3.20152761199643
"624",2.67893538872158
"625",3.1330913587226
"626",2.54455153466188
"627",3.87257343572128
"628",2.53369265550828
"629",2.5171841343963
"630",1.85432933981974
"631",3.81377015284852
"632",2.66297128026417
"633",2.03717757694176
"634",2.23830946852468
"635",3.2409216114429
"636",1.93244898108424
"637",2.75839108018954
"638",2.52654031222301
"639",2.11466584445043
"640",2.42196048882943
"641",2.11020988894234
"642",2.43946224664433
"643",1.88279851085827
"644",2.06462571601514
"645",1.91514481958257
"646",2.39868494619259
"647",2.9694241643956
"648",1.77236409336365
"649",2.62967144727736
"650",3.27445785661439
"651",2.66759864023697
"652",3.52364286767624
"653",4.13928459731505
"654",2.31468214160304
"655",2.95134213402889
"656",2.54498436113317
"657",3.96268553286609
"658",2.53798765279862
"659",2.70441190790916
"660",1.86828480794429
"661",2.69589933300449
"662",1.5098928983025
"663",2.58597794286834
"664",2.70708425132398
"665",3.1347741339323
"666",2.60926642137019
"667",4.3769748823197
"668",2.60504037433384
"669",2.26059314966187
"670",3.67455497709307
"671",2.09735495294626
"672",2.14644526014308
"673",3.36940753700765
"674",2.11680639701808
"675",2.29513554802907
"676",2.89661024397537
"677",2.20268053397558
"678",2.54029263212578
"679",2.37379000810324
"680",2.68229941155005
"681",2.28438558891503
"682",1.84785784667474
"683",2.10738685375327
"684",2.01817459024096
"685",3.26163198790709
"686",2.30719035373477
"687",2.71580963765336
"688",2.62441251140808
"689",2.55211370935649
"690",3.17243320537273
"691",2.41133136411554
"692",2.39167387660564
"693",2.25303064323634
"694",1.98779394608391
"695",3.26689497925327
"696",2.36990742067428
"697",2.85065641338952
"698",2.50252404632374
"699",2.99290619404019
"700",2.7186217512899
"701",2.33774835542135
"702",3.0104966605104
"703",3.27468705083993
"704",2.62401213950761
"705",2.28561072657794
"706",3.05021616421618
"707",2.19750611334348
"708",3.30140177698195
"709",2.65320676465308
"710",2.62630467582312
"711",2.68882049180684
"712",3.2672230526714
"713",2.57411541219699
"714",2.37514734493197
"715",2.40419023860341
"716",2.12187333659858
"717",3.49619587621419
"718",2.6257215149617
"719",1.85179883463388
"720",2.4371534586935
"721",2.3863148280052
"722",1.9471395513865
"723",2.25084258315655
"724",2.4326032586705
"725",3.11741293841078
"726",3.93346311656751
"727",2.21209327983706
"728",2.18802769052309
"729",2.24601174894815
"730",3.22044537378315
"731",2.32738105548378
"732",2.17231082078251
"733",1.98058557078366
"734",2.31132998881185
"735",2.26316931223664
"736",2.58970264707023
"737",2.45326323566951
"738",2.84594143256072
"739",1.95335873445038
"740",2.70541922114717
"741",2.70986540088961
"742",3.01562938334246
"743",4.57823468945207
"744",2.86449783356147
"745",3.03186207412546
"746",2.3057302214329
"747",2.91666648958926
"748",1.99742700160459
"749",2.47923954245198
"750",2.2372759769496
"751",2.60267829801342
"752",1.74548874513675
"753",3.05434012516889
"754",2.42125749051593
"755",2.45901503537061
"756",2.58291487027054
"757",3.91847056061488
"758",2.98780954200993
"759",3.11869488835873
"760",4.62602273175798
"761",4.5188206162984
"762",2.66515824388262
"763",3.40026373860928
"764",3.1699897745475
"765",2.8362644018016
"766",2.26322372646609
"767",2.12756180131146
"768",2.88381125735941
"769",2.54796028788587
"770",3.42336318052548
"771",2.6237568844972
"772",3.2890614864973
"773",1.97808263789557
"774",2.73811325586394
"775",2.37601396125137
"776",3.43801208525656
"777",2.4111872683352
"778",2.19891816049676
"779",2.92496001830114
"780",2.24082326628377
"781",3.60331701817631
"782",2.04064846088295
"783",3.51429772157098
"784",2.64373373011222
"785",2.59653277150392
"786",3.42731551533689
"787",2.43305773874454
"788",2.07200019911943
"789",2.67557621325432
"790",2.17383509441242
"791",3.69810574456824
"792",3.42161133480113
"793",3.31290832564082
"794",2.35190614293788
"795",1.99142616740392
"796",2.84380664121818
"797",3.13552491600967
"798",2.98741410424009
"799",2.44881246620025
"800",2.12976511127454
"801",2.63836066227123
"802",1.76506745888219
"803",1.95757440829402
"804",2.85722814901237
"805",3.03466906716676
"806",2.44197225467906
"807",2.87064693712819
"808",2.23402246334081
"809",3.48968695865551
"810",2.35037086205739
"811",3.55403369811575
"812",2.66809416203614
"813",3.24375216731823
"814",2.44970122400628
"815",2.68151571022827
"816",2.22412284894199
"817",3.20835766060918
"818",1.75676936290438
"819",1.86867992316184
"820",2.70019666745975
"821",2.86980152380784
"822",3.28413877469211
"823",2.73859802074548
"824",2.7356354551066
"825",3.73221902842852
"826",2.610979000312
"827",2.3622283400382
"828",2.22543494870115
"829",1.92005978515226
"830",3.27042343653193
"831",3.12474426351037
"832",2.29236424030205
"833",2.22613521970197
"834",2.2018686968695
"835",3.57082538778377
"836",3.06473326593914
"837",3.11555467503604
"838",2.06832852435036
"839",2.35957938112006
"840",2.62086728934446
"841",2.76306444507645
"842",2.45188244530982
"843",4.10074242863266
"844",2.54959916333246
"845",2.26455990696195
"846",2.29101621282643
"847",3.32701106907916
"848",2.25165249618476
"849",2.15940813981979
"850",2.36883700407998
"851",3.28535758936414
"852",2.22432722127451
"853",2.67050466065302
"854",3.19900864425654
"855",3.64411769105755
"856",2.83587397547853
"857",3.18212104459599
"858",2.99817455298398
"859",3.16415301867528
"860",1.86413979244571
"861",1.84931459258041
"862",3.16425660148707
"863",2.80866594889267
"864",1.88235344567693
"865",2.14428039011182
"866",2.54363764790105
"867",2.68415770623687
"868",1.99683955155524
"869",2.4062502220695
"870",2.69706423270691
"871",1.99850142778632
"872",2.40404603620846
"873",3.86543022025944
"874",1.92768966026961
"875",2.44134524024957
"876",3.39889246026178
"877",2.43414146566465
"878",2.57911722459176
"879",2.09671535108282
"880",3.10914470488024
"881",2.1930106165546
"882",2.08905317260178
"883",2.44858630077761
"884",2.71731848004674
"885",2.2311741428457
"886",2.80222371023228
"887",2.37457835019814
"888",2.91480193271127
"889",1.76296299280693
"890",2.60829876087155
"891",2.23791670710671
"892",2.14191525121532
"893",2.61291944753975
"894",3.53641505281485
"895",2.85208454468921
"896",2.62265768878569
"897",2.81161617858015
"898",4.04280016871053
"899",2.32261225484035
"900",2.44600353543501
"901",1.78965741199499
"902",3.70266651129714
"903",3.34685468564385
"904",2.11800545025653
"905",2.55041840449667
"906",3.54844889989363
"907",3.54093137648852
"908",3.38368975175035
"909",3.34967983169008
"910",3.03133464444545
"911",2.0647961955583
"912",3.88866072114979
"913",2.91002661393213
"914",2.87450052375425
"915",2.66026240473366
"916",2.75054440636632
"917",3.22417720068006
"918",3.2943805015766
"919",2.5343975031592
"920",4.6646638402417
"921",2.57181832959031
"922",2.23911717888768
"923",2.11155936947216
"924",2.16943003388405
"925",2.92674798698135
"926",2.21728908095611
"927",2.18767700391436
"928",2.56308643618468
"929",1.96228761622478
"930",3.18604317696736
"931",2.29841721990852
"932",2.53998024923931
"933",2.80203362995235
"934",3.27827022455858
"935",3.06875109300017
"936",2.06340166273003
"937",2.49674355031311
"938",2.41931148748699
"939",2.37462744190452
"940",1.99874195583288
"941",2.24191393048204
"942",2.53505344058067
"943",2.08747760393271
"944",3.57350291087096
"945",2.36424208806238
"946",3.18486817960184
"947",3.24988658955408
"948",2.82426029157432
"949",3.06844112026556
"950",2.39994153287262
"951",2.58777729658868
"952",3.57677657820568
"953",2.05881152642542
"954",2.31472168040273
"955",2.67198062642456
"956",2.21717549068489
"957",3.34627598900261
"958",2.57592710182507
"959",2.38273648751601
"960",2.38342481985092
"961",3.82270683279603
"962",2.71484789316128
"963",2.56545192907288
"964",3.13115315611503
"965",2.52823149799951
"966",3.11263949554996
"967",2.59413621544263
"968",1.92377231657156
"969",3.42607282962672
"970",2.7399892929443
"971",1.96681220851315
"972",2.73704292613911
"973",2.08315412622869
"974",2.47428197444788
"975",2.69840954649953
"976",3.17108342729807
"977",2.46801611970295
"978",2.49380339568597
"979",2.63054226660279
"980",2.58431941270828
"981",2.99011647401494
"982",2.64408830641696
"983",4.24919720343132
"984",3.11568719416573
"985",3.22211522541147
"986",3.06104072094968
"987",3.83962066865934
"988",3.24548414720448
"989",2.89703581319554
"990",2.0842848856737
"991",2.15322263446251
"992",2.68455120220824
"993",1.56424186787626
"994",4.05191400241347
"995",2.14528759431596
"996",2.1806723140653
"997",2.82832360939574
"998",3.50270093885956
"999",2.25755614213813
"1000",2.42133856386499
"1001",2.66231586464528
"1002",3.20511185572286
"1003",2.57302884072305
"1004",4.03667145578584
"1005",2.94975638907999
"1006",1.80180799821755
"1007",2.07984089915044
"1008",2.35528864614025
"1009",2.27350747339187
"1010",2.38699418758733
"1011",2.20677038611393
"1012",2.96936557724439
"1013",2.34505531925242
"1014",2.17451167808576
"1015",2.61446586744205
"1016",2.72578995116055
"1017",2.68342239643243
"1018",1.57099386839218
"1019",2.233662227276
"1020",2.10192022988304
"1021",2.66960787501557
"1022",3.81158823217629
"1023",3.20555717068237
"1024",2.99297179629684
"1025",2.38728233183065
"1026",2.94751287751933
"1027",2.98194449599032
"1028",1.93685962117706
"1029",2.11557691379676
"1030",1.88563457268356
"1031",2.979542377916
"1032",1.9472505243175
"1033",2.68521420547768
"1034",2.26590924783886
"1035",1.81593316302497
"1036",2.76753012890367
"1037",2.06824021513785
"1038",1.79233675844807
"1039",2.23431775915014
"1040",3.24803828154654
"1041",2.28540915832673
"1042",1.97880560514204
"1043",2.79650562379356
"1044",2.64420658853669
"1045",1.97778860564176
"1046",3.02352365834849
"1047",3.56194748495363
"1048",2.81425737098471
"1049",2.20435154475126
"1050",2.50291367942555
"1051",3.27443664985367
"1052",3.42668115557899
"1053",3.50187924129568
"1054",2.3566086364317
"1055",2.50339007011644
"1056",2.42049058413795
"1057",3.98899311946298
"1058",2.61397494592893
"1059",3.09483776793058
"1060",1.94394546922558
"1061",1.69613580930854
"1062",2.84454706260658
"1063",3.32921011205326
"1064",1.99726085622024
"1065",2.63883938160507
"1066",3.37083660687495
"1067",2.89766262254307
"1068",3.03314057625539
"1069",3.74058047578001
"1070",2.36428273502133
"1071",2.23806171954857
"1072",3.45368431632596
"1073",2.11226191965761
"1074",2.08777893714978
"1075",2.65943495778629
"1076",2.18556879569405
"1077",4.105254959999
"1078",2.95224691086514
"1079",2.84133574926454
"1080",2.22138779705165
"1081",2.01374393018159
"1082",2.65535687418742
"1083",2.88126883565201
"1084",1.80820457808295
"1085",2.66410730033385
"1086",4.11021372271898
"1087",2.18460619526377
"1088",2.83550323074996
"1089",2.12437390679224
"1090",2.34620114445715
"1091",2.37996041714723
"1092",2.67557840823974
"1093",2.26427791932656
"1094",2.02445626564077
"1095",2.78646955828117
"1096",2.8110042899516
"1097",3.44334750276175
"1098",2.38234965692209
"1099",1.95928023444685
"1100",2.88094713278406
"1101",2.16713125969909
"1102",2.1278020775917
"1103",2.45838772967727
"1104",4.04573756883656
"1105",2.42921345745526
"1106",2.6951730187684
"1107",3.39689532976809
"1108",4.32535905176519
"1109",3.88992107935883
"1110",2.3788854804734
"1111",3.33887369062722
"1112",2.45189595462762
"1113",2.41544869197605
"1114",2.86072901341504
"1115",2.24827200516302
"1116",4.08958889737914
"1117",3.15365627221581
"1118",2.95743645301809
"1119",2.0143424241287
"1120",3.64249762188228
"1121",2.8910705461949
"1122",2.52049742394775
"1123",2.28598794821846
"1124",2.39039777903236
"1125",3.13881852012855
"1126",2.46788008040494
"1127",3.38347758285636
"1128",2.63168903442784
"1129",3.05835858396313
"1130",2.42810954907691
"1131",2.28995221858895
"1132",2.48292597643922
"1133",2.44338841355784
"1134",3.05497975179242
"1135",2.25315416333069
"1136",2.57164537834251
"1137",3.86000632596551
"1138",2.47049491995131
"1139",2.95908587074337
"1140",3.46002098471945
"1141",1.82742195576793
"1142",2.49119369558503
"1143",3.51160236257056
"1144",3.09383579185851
"1145",3.43831929369117
"1146",2.15613201690758
"1147",3.05196043028809
"1148",2.48065669268908
"1149",2.45230295738475
"1150",1.9130555814645
"1151",2.49965572783367
"1152",2.61148337469058
"1153",3.73287179054023
"1154",2.96531277006579
"1155",2.72797682910823
"1156",1.73257727324199
"1157",1.76819885056284
"1158",2.3255767335886
"1159",2.58324620326857
"1160",2.96634330198685
"1161",2.40153555991856
"1162",2.13187274303164
"1163",2.21890758335576
"1164",3.36525277031978
"1165",3.0482784726828
"1166",2.23400668934482
"1167",2.39218704209816
"1168",2.92979713176101
"1169",2.89197016795879
"1170",2.0310394884491
"1171",2.75461402779001
"1172",2.10389488911278
"1173",2.79552794840674
"1174",2.72591979067147
"1175",2.41626264284787
"1176",2.37238040537159
"1177",2.29152897418135
"1178",2.38319492676601
"1179",2.19499433032797
"1180",2.63384469456105
"1181",2.90479002111897
"1182",1.96325508556947
"1183",1.80926323413223
"1184",2.99411484956363
"1185",3.50133643094523
"1186",2.59474548525031
"1187",2.00004883197835
"1188",2.42117315227188
"1189",2.53531314790052
"1190",2.05953445032355
"1191",2.43204118680296
"1192",5.7611777510665
"1193",2.28934543781725
"1194",2.80342696066509
"1195",2.59315288529615
"1196",2.53625129053944
"1197",1.94386004997068
"1198",3.07045224098874
"1199",2.57579165744028
"1200",2.462909812828
"1201",2.60420880837773
"1202",1.9267151734166
"1203",2.38213158807957
"1204",2.88369899173631
"1205",2.19422025885251
"1206",2.54564223162924
"1207",2.66583464519135
"1208",2.95172513988473
"1209",3.18506302920287
"1210",2.43938329365301
"1211",3.23965614422741
"1212",1.67290629633681
"1213",2.2172170510039
"1214",3.94562740322363
"1215",2.27249616474546
"1216",2.24663488106307
"1217",2.52700536377233
"1218",2.36238886276806
"1219",2.86849535771216
"1220",3.05720770561493
"1221",3.39078608041564
"1222",2.57817672150668
"1223",2.42251003885031
"1224",2.35275941885266
"1225",3.62570536376734
"1226",2.26702129376463
"1227",2.75693781471455
"1228",2.24877250640202
"1229",2.25164188649433
"1230",3.45203892006975
"1231",2.18182907745177
"1232",3.83201848261342
"1233",2.50821846659164
"1234",3.69501266336556
"1235",3.39355895188237
"1236",3.04011581893064
"1237",3.74652177232747
"1238",2.69562897808828
"1239",2.78756087981128
"1240",2.51833288154558
"1241",2.7698067431611
"1242",2.71504399266814
"1243",2.81071701630208
"1244",1.81849964824505
"1245",3.65038751467364
"1246",3.28836230072193
"1247",2.95074051845404
"1248",2.29790969735586
"1249",2.46699254799569
