,id,sex_gen_resid
478,99802,62.58383952639031
479,55802,181.3988557292614
480,136102,101.39885572926141
481,68302,89.39885572926141
482,142802,59.58383952639031
483,113802,225.5838395263903
484,95002,89.5838395263903
485,58602,-86.60114427073859
486,38702,19.583839526390307
487,62402,-79.60114427073859
488,44802,-154.6011442707386
489,42902,-390.6011442707386
490,134702,37.58383952639031
491,141402,112.39885572926141
492,124202,197.5838395263903
493,140402,271.3988557292614
494,55502,227.3988557292614
495,79602,121.5838395263903
496,92302,59.58383952639031
497,95402,-113.4161604736097
498,90202,350.3988557292614
499,96802,104.39885572926141
500,100102,39.58383952639031
501,87202,-248.6011442707386
502,57602,-15.416160473609693
503,94202,-46.41616047360969
504,83702,-362.6011442707386
505,57002,85.5838395263903
506,36002,84.5838395263903
507,59202,140.5838395263903
508,111902,-25.601144270738587
509,83002,120.39885572926141
510,79002,183.5838395263903
511,140302,45.58383952639031
512,107702,-3.4161604736096933
513,116602,19.398855729261413
514,128202,188.3988557292614
515,73502,-77.4161604736097
516,115102,81.39885572926141
517,117802,207.5838395263903
518,110102,-59.41616047360969
519,67302,-93.4161604736097
520,49802,15.583839526390307
521,104502,58.58383952639031
522,83202,91.39885572926141
523,55602,-61.41616047360969
524,59502,-31.416160473609693
525,129602,95.5838395263903
526,101802,-148.4161604736097
527,124502,-124.60114427073859
528,73002,349.3988557292614
530,131802,-298.4161604736097
531,112702,85.39885572926141
532,90102,364.5838395263903
533,81202,148.5838395263903
534,56702,-71.4161604736097
535,63402,0.5838395263903067
536,37602,125.39885572926141
537,128602,-207.6011442707386
538,112102,-10.416160473609693
539,98002,3.398855729261413
540,37002,-19.601144270738587
541,117402,300.3988557292614
542,83102,-30.601144270738587
543,139902,225.3988557292614
544,88002,77.39885572926141
546,138902,-186.6011442707386
547,41802,-176.6011442707386
548,112802,-182.6011442707386
549,135602,17.583839526390307
550,45302,-90.60114427073859
551,35302,-48.60114427073859
552,61902,-214.4161604736097
553,39502,-226.6011442707386
554,63702,81.5838395263903
555,130202,235.3988557292614
556,76702,64.5838395263903
557,99202,-191.6011442707386
558,135502,406.3988557292614
559,50802,-373.4161604736097
560,71802,-116.60114427073859
561,66902,-8.416160473609693
562,52202,-161.6011442707386
563,98702,-96.60114427073859
564,38902,379.3988557292614
565,134902,112.39885572926141
566,56002,193.5838395263903
567,78102,-61.60114427073859
568,47402,-72.60114427073859
569,131102,51.58383952639031
570,41202,-347.6011442707386
571,125102,-225.6011442707386
572,122502,10.398855729261413
573,99002,-242.6011442707386
574,138102,-103.4161604736097
575,52102,314.3988557292614
576,58702,-10.416160473609693
577,43902,-35.41616047360969
578,126402,30.398855729261413
579,141502,179.5838395263903
580,42502,141.5838395263903
581,84402,-51.41616047360969
582,112302,-61.60114427073859
583,57802,-39.41616047360969
585,105902,12.583839526390307
586,139302,86.5838395263903
587,35702,147.5838395263903
588,97902,-390.6011442707386
589,45502,-154.4161604736097
590,62802,110.39885572926141
591,144302,135.5838395263903
592,122102,201.3988557292614
593,143702,43.58383952639031
594,94102,169.5838395263903
595,50302,13.583839526390307
596,115502,50.39885572926141
597,64502,211.3988557292614
598,35602,-72.60114427073859
599,135302,32.58383952639031
600,84102,-271.6011442707386
601,95202,151.5838395263903
602,71102,76.39885572926141
603,107502,355.3988557292614
604,103802,235.5838395263903
605,70202,178.5838395263903
606,36602,16.583839526390307
607,84702,61.39885572926141
608,83802,-67.4161604736097
610,109102,16.583839526390307
611,111502,-423.4161604736097
612,106802,-29.601144270738587
614,79202,100.39885572926141
615,82002,-206.6011442707386
616,107902,221.3988557292614
618,47202,-250.6011442707386
619,99302,168.5838395263903
620,75202,-195.6011442707386
621,41902,-29.601144270738587
623,85302,-446.6011442707386
624,103302,-221.6011442707386
625,104702,-115.4161604736097
626,77702,-420.6011442707386
627,36702,-58.60114427073859
628,86702,-76.60114427073859
629,42702,-251.6011442707386
630,86102,-133.4161604736097
631,99402,254.5838395263903
632,53302,251.3988557292614
633,120302,39.58383952639031
634,64102,-205.4161604736097
635,126702,-228.6011442707386
636,124602,93.5838395263903
637,36202,-7.416160473609693
638,92702,-16.601144270738587
639,105702,-291.4161604736097
640,102702,-124.4161604736097
641,121002,104.39885572926141
642,69002,-95.4161604736097
643,64902,-112.60114427073859
644,61602,-240.6011442707386
645,50602,-271.6011442707386
646,123902,-64.60114427073859
647,102602,332.5838395263903
649,114202,-56.60114427073859
650,102502,-46.60114427073859
651,132302,4.583839526390307
652,124902,-68.60114427073859
653,86502,-176.6011442707386
654,121302,92.5838395263903
655,76002,-10.416160473609693
656,40602,-90.60114427073859
657,95302,77.5838395263903
658,87702,132.3988557292614
659,114702,64.39885572926141
660,78702,-335.4161604736097
661,145302,218.5838395263903
663,87102,2.5838395263903067
664,125002,-314.6011442707386
665,56302,4.398855729261413
666,130302,-28.416160473609693
667,111102,128.3988557292614
668,65602,-52.41616047360969
669,127302,-100.60114427073859
670,133302,-17.416160473609693
671,142602,-77.4161604736097
672,105302,-330.6011442707386
673,45202,-0.4161604736096933
674,103502,2.398855729261413
675,64302,14.583839526390307
676,93702,-339.6011442707386
677,113002,-29.416160473609693
678,88602,-49.41616047360969
679,51302,25.398855729261413
680,61502,-261.4161604736097
681,95102,-55.41616047360969
682,52702,162.3988557292614
683,53002,-117.60114427073859
684,51602,-267.6011442707386
685,109702,-9.416160473609693
686,64702,227.3988557292614
687,140002,432.3988557292614
689,42102,-171.6011442707386
691,92202,-64.4161604736097
692,106602,205.5838395263903
693,77002,112.5838395263903
694,79302,166.5838395263903
695,146402,-230.4161604736097
696,39102,65.39885572926141
697,131702,-123.60114427073859
698,138202,-15.601144270738587
699,66502,-49.60114427073859
700,97802,53.58383952639031
701,42202,-89.60114427073859
703,71302,-436.6011442707386
704,90302,62.58383952639031
705,136402,129.3988557292614
706,77302,-89.60114427073859
707,103202,-151.6011442707386
708,89802,-229.6011442707386
709,115402,-100.4161604736097
710,50902,139.5838395263903
711,134102,-27.416160473609693
712,121802,36.58383952639031
713,58302,128.5838395263903
714,97202,82.5838395263903
715,40202,18.583839526390307
716,80902,16.398855729261413
717,35402,124.39885572926141
718,52302,11.398855729261413
719,119802,292.3988557292614
720,51702,-294.6011442707386
721,49302,144.3988557292614
722,131502,89.39885572926141
723,54102,-158.6011442707386
724,116202,57.39885572926141
725,79102,238.3988557292614
726,142502,64.39885572926141
727,110702,-35.41616047360969
728,55902,-29.416160473609693
729,101202,-239.6011442707386
730,104202,68.5838395263903
731,133602,-56.41616047360969
732,75902,57.39885572926141
733,120402,-45.60114427073859
734,82402,318.3988557292614
735,125202,-498.6011442707386
736,94602,32.58383952639031
737,86302,248.5838395263903
738,142902,193.5838395263903
739,104102,-444.6011442707386
740,137802,-195.4161604736097
741,88102,-79.60114427073859
742,97702,-27.601144270738587
743,120102,34.58383952639031
744,142302,-175.6011442707386
745,94402,-292.4161604736097
746,39402,-14.416160473609693
747,40302,-81.4161604736097
748,69202,127.39885572926141
749,116302,50.39885572926141
750,62002,-235.4161604736097
751,90502,123.39885572926141
752,119502,142.5838395263903
753,63102,131.3988557292614
754,111402,398.3988557292614
755,137302,-58.41616047360969
756,86402,-271.4161604736097
757,66802,-186.4161604736097
758,55702,183.3988557292614
759,100502,-290.4161604736097
760,53802,191.5838395263903
761,96402,120.39885572926141
762,36502,-72.60114427073859
763,93302,223.5838395263903
764,134302,121.5838395263903
765,141302,164.3988557292614
766,61202,-106.4161604736097
767,59102,128.5838395263903
768,137902,103.5838395263903
769,70702,106.5838395263903
770,115702,-7.601144270738587
771,145202,282.3988557292614
772,54502,243.5838395263903
773,86802,-53.60114427073859
774,53102,-31.416160473609693
775,59602,102.5838395263903
776,133102,148.3988557292614
777,44402,7.583839526390307
778,83402,75.5838395263903
779,65002,-104.60114427073859
780,52402,90.5838395263903
781,98602,239.3988557292614
782,114402,5.398855729261413
784,121602,109.39885572926141
785,36102,274.3988557292614
786,94702,110.5838395263903
787,116502,-267.6011442707386
788,115902,-147.4161604736097
789,141202,34.58383952639031
790,36902,77.5838395263903
791,125402,53.39885572926141
792,99102,-141.6011442707386
793,112002,-384.4161604736097
795,69902,-48.41616047360969
796,70602,-341.4161604736097
797,145402,171.3988557292614
798,60102,-229.6011442707386
799,89902,122.5838395263903
800,65202,115.39885572926141
801,74502,-45.60114427073859
802,90702,-9.416160473609693
803,59702,-10.416160473609693
805,72102,-142.6011442707386
807,91602,-55.60114427073859
808,120002,94.5838395263903
809,112902,-175.6011442707386
810,85202,-407.4161604736097
812,75602,-172.6011442707386
813,51102,147.5838395263903
814,130002,-175.6011442707386
815,98102,-9.416160473609693
816,37802,-54.41616047360969
817,66402,-128.4161604736097
818,64802,-50.41616047360969
819,119402,-297.4161604736097
820,72502,-62.60114427073859
821,35802,79.39885572926141
822,122002,-33.41616047360969
823,49502,-335.4161604736097
824,125902,99.5838395263903
825,126002,0.5838395263903067
826,104902,-1.6011442707385868
827,65402,-51.60114427073859
828,61302,61.39885572926141
829,114102,-271.4161604736097
830,140702,43.58383952639031
831,93402,-0.6011442707385868
832,39602,69.39885572926141
833,87602,332.5838395263903
834,60202,24.398855729261413
835,129502,-160.6011442707386
836,123802,-211.6011442707386
837,54702,433.3988557292614
838,80602,-251.6011442707386
839,85802,122.39885572926141
840,140202,210.5838395263903
841,117302,-28.416160473609693
842,122302,303.5838395263903
844,103702,-138.6011442707386
845,100702,-52.41616047360969
846,112602,-15.416160473609693
847,66002,-49.41616047360969
848,107002,-86.60114427073859
849,98502,209.5838395263903
851,129102,212.3988557292614
852,75302,-221.4161604736097
853,38502,-25.416160473609693
854,51502,165.5838395263903
855,109302,81.39885572926141
856,132502,80.5838395263903
858,133202,-38.41616047360969
859,97302,-180.6011442707386
860,147002,-197.4161604736097
861,67902,64.5838395263903
862,41602,-74.60114427073859
863,127102,-250.4161604736097
864,117202,98.39885572926141
865,106502,160.3988557292614
866,122602,-80.60114427073859
867,54302,-9.416160473609693
868,40802,-94.60114427073859
869,109202,-24.416160473609693
870,46302,-100.4161604736097
871,138002,214.5838395263903
872,74602,105.39885572926141
873,128102,107.5838395263903
874,116802,250.3988557292614
875,110802,165.5838395263903
876,112402,15.583839526390307
877,36302,-116.4161604736097
878,106402,274.5838395263903
879,101002,283.3988557292614
880,40902,15.583839526390307
882,92902,-27.416160473609693
883,65802,1.3988557292614132
884,57502,62.58383952639031
886,105402,-183.6011442707386
887,49102,-105.60114427073859
888,123102,306.3988557292614
889,137102,-8.601144270738587
890,118402,7.398855729261413
891,144902,139.3988557292614
892,127502,-205.6011442707386
893,107302,51.58383952639031
894,106902,-22.601144270738587
895,129302,106.39885572926141
896,143502,342.5838395263903
897,73802,105.39885572926141
898,108102,9.583839526390307
899,123502,23.398855729261413
900,96502,345.3988557292614
901,47902,-349.4161604736097
902,91802,66.39885572926141
903,62302,-95.4161604736097
904,77402,-4.601144270738587
905,106302,111.5838395263903
906,147102,121.5838395263903
907,48502,-187.4161604736097
908,146802,218.5838395263903
911,102202,-491.6011442707386
912,97402,-34.60114427073859
913,69402,-15.601144270738587
914,140102,13.583839526390307
915,111002,-64.60114427073859
916,51902,-152.4161604736097
917,62702,-187.4161604736097
918,87902,207.5838395263903
919,93002,41.58383952639031
920,61002,93.5838395263903
921,127402,-24.601144270738587
922,74002,202.5838395263903
923,42402,-362.6011442707386
924,121502,-288.4161604736097
927,71402,48.58383952639031
928,66102,74.39885572926141
929,89002,99.5838395263903
930,339704,-81.00383712220446
931,355204,12.996162877795541
932,355804,88.81117908066676
933,352704,-66.00383712220446
934,344604,-139.18882091933324
935,340804,-57.18882091933324
936,376704,112.81117908066676
937,345704,203.81117908066676
938,341304,32.81117908066676
939,336804,150.81117908066676
940,375604,-56.00383712220446
941,377804,85.81117908066676
942,373204,106.81117908066676
943,352604,72.81117908066676
944,365904,48.99616287779554
945,358304,-87.00383712220446
946,364604,194.99616287779554
947,332904,-52.18882091933324
948,326304,2.996162877795541
949,370304,96.81117908066676
950,363804,-53.00383712220446
951,334004,17.99616287779554
952,357604,-62.18882091933324
953,367804,124.81117908066676
954,345404,-153.00383712220446
955,342204,-133.00383712220446
956,335204,2.8111790806667614
957,333704,-4.003837122204459
958,367104,-61.18882091933324
959,345004,-90.18882091933324
960,327104,-73.00383712220446
961,366404,-62.00383712220446
962,354604,114.81117908066676
963,359304,82.99616287779554
964,378804,111.81117908066676
965,331504,23.81117908066676
966,347604,3.996162877795541
967,343704,-121.18882091933324
968,341204,-107.00383712220446
969,372504,134.81117908066676
970,331004,-94.00383712220446
971,371804,39.81117908066676
972,358604,91.81117908066676
973,343404,-17.00383712220446
974,331804,240.81117908066676
975,351604,53.99616287779554
976,347204,-254.00383712220446
977,330604,-62.00383712220446
978,350604,-68.00383712220446
979,345104,-43.00383712220446
980,333304,-139.18882091933324
981,377604,14.996162877795541
982,362504,-181.18882091933324
983,361804,-37.00383712220446
984,334104,113.81117908066676
985,327704,45.99616287779554
986,330304,-122.18882091933324
987,368704,-85.00383712220446
988,338104,7.811179080666761
989,340504,20.99616287779554
990,365704,185.81117908066676
991,344704,-94.00383712220446
992,354504,226.99616287779554
993,331704,16.99616287779554
994,368004,6.996162877795541
995,356504,3.8111790806667614
996,347904,-40.18882091933324
997,338304,-191.18882091933324
998,356004,-55.00383712220446
999,358504,-223.18882091933324
1000,374304,-39.18882091933324
1001,346204,128.81117908066676
1002,364704,336.81117908066676
1003,329604,208.81117908066676
1004,326204,64.81117908066676
1005,337004,-62.00383712220446
1006,368804,65.81117908066676
1007,359204,-92.18882091933324
1008,366304,-26.18882091933324
1009,342704,117.81117908066676
1010,330904,-26.18882091933324
1011,339304,33.99616287779554
1012,343504,-48.00383712220446
1013,361304,60.99616287779554
1014,332804,1.9961628777955411
1015,373604,-32.00383712220446
1016,346704,63.99616287779554
1017,335404,24.99616287779554
1018,376804,166.99616287779554
1019,347504,-124.18882091933324
1020,361204,-11.188820919333239
1021,357904,-166.00383712220446
1022,327004,-39.18882091933324
1023,337104,-250.18882091933324
1024,355004,10.811179080666761
1025,343604,-60.18882091933324
1026,370704,-14.003837122204459
1027,374104,31.99616287779554
1028,348204,34.99616287779554
1029,353804,-32.18882091933324
1030,375704,34.81117908066676
1031,360504,8.811179080666761
1032,367704,14.996162877795541
1033,364204,-78.18882091933324
1034,339204,-114.18882091933324
1035,349504,-93.18882091933324
1036,372004,77.99616287779554
1037,327904,-39.18882091933324
1038,339604,-25.18882091933324
1039,328904,-70.00383712220446
1040,351804,116.81117908066676
1041,344404,-3.1888209193332386
1042,857306,-15.990316647181771
1043,841106,-417.8053328500529
1044,866506,131.00968335281823
1045,860306,141.19466714994712
1046,865306,219.00968335281823
1047,861206,-48.99031664718177
1048,853706,-177.80533285005288
1049,854406,-183.99031664718177
1050,840106,84.00968335281823
1051,864306,77.19466714994712
1052,856506,90.00968335281823
1053,853206,147.19466714994712
1054,855306,131.00968335281823
1055,854906,201.00968335281823
1056,852506,22.194667149947122
1057,848406,-288.8053328500529
1058,855806,-153.80533285005288
1059,855006,59.19466714994712
1060,862406,78.19466714994712
1061,842106,146.19466714994712
1062,864206,125.00968335281823
1063,840906,-279.99031664718177
1064,856806,-60.99031664718177
1065,861906,-96.80533285005288
1066,846206,55.19466714994712
1067,865206,262.1946671499471
1068,844806,105.00968335281823
1069,851006,-77.80533285005288
1070,847006,-329.99031664718177
1071,866106,-18.99031664718177
1072,862806,-73.80533285005288
1073,858206,65.19466714994712
1074,857206,-34.80533285005288
1075,846906,6.194667149947122
1076,847306,-175.99031664718177
1077,848806,-223.80533285005288
1078,863706,95.00968335281823
1079,847806,-158.80533285005288
1080,844406,-82.80533285005288
1081,862906,177.00968335281823
